condition_index,c0,c1,c2
57,0.8856517216190696,0.3372726934030652,0.3586941519752145
58,0.6836470272392035,0.8835641797631979,0.8937893202528358
59,0.3058067476376891,0.19680744875222445,0.1613286603242159
60,0.37813845463097095,0.8178117647767067,0.3794882670044899
61,0.5059744445607066,0.004099289886653423,0.6744013475254178
62,0.7978347185999155,0.7086547240614891,0.07705021928995848
63,0.17756279837340117,0.3954295767471194,0.8680747505277395
64,0.1846362240612507,0.5471645817160606,0.09464479051530361
65,0.8049081461504102,0.36038591992110014,0.8348551793023944
66,0.5145126692950726,0.9068071618676186,0.41658118832856417
67,0.38667668122798204,0.2205234570428729,0.6529334262013435
68,0.29873331636190414,0.8565957602113485,0.9347584415227175
69,0.6765735978260636,0.04335630405694246,0.13598453905433416
70,0.8771134912967682,0.7480415012687445,0.6165142515674233
71,0.006845862604677677,0.434312810190022,0.313725795596838
72,0.11503914464265108,0.9447580650448799,0.5471317106857896
73,0.9852457381784916,0.13102818559855223,0.25615544989705086
74,0.6933669717982411,0.5856602117419243,0.9943756107240915
75,0.31558772549033165,0.2724214745685458,0.1994144832715392
76,0.49338794592767954,0.6503989901393652,0.4820272149518132
77,0.62116289883852,0.46411456633359194,0.7144407629966736
78,0.8232102254405618,0.7606042381376028,0.03896464221179485
79,0.20299933850765228,0.07382676471024752,0.7674886910244823
80,0.2300723111256957,0.7962067546322942,0.3035657247528434
81,0.8580952193588018,0.10749141685664654,0.5008209962397814
82,0.5862626573070884,0.6870468528941274,0.2467317096889019
83,0.4662997256964445,0.49882456474006176,0.9479137966409326
84,0.351007248274982,0.6115581272169948,0.7295005274936557
85,0.7209735158830881,0.30028776824474335,0.4658698048442602
86,0.9576544491574168,0.9715792564675212,0.7827033624053001
87,0.07963487692177296,0.15981775522232056,0.02289645839482546
88,0.03444490395486355,0.7113860221579671,0.8500374108552933
89,0.9125255113467574,0.39962571673095226,0.07860904652625322
90,0.6411463301628828,0.8209703685715795,0.6680256007239223
91,0.27111902739852667,0.009699298068881035,0.40039136819541454
92,0.4215846750885248,0.8799783317372203,0.18327314034104347
93,0.5416086418554187,0.19175675511360168,0.8883252525702119
94,0.7778274286538363,0.5212437687441707,0.3611646657809615
95,0.14974348526448011,0.3325272351503372,0.5701749417930841
96,0.13007296342402697,0.9313722662627697,0.983910895884037
97,0.7500964514911175,0.24314616527408361,0.21243477333337069
98,0.5536993639543653,0.5404062531888485,0.5370808346197009
99,0.42561494186520576,0.35169473197311163,0.2694943305104971
100,0.259550959803164,0.7234697211533785,0.04918515309691429
101,0.6376310884952545,0.4117120364680886,0.754223839379847
102,0.9316810006275773,0.8633302468806505,0.49232205655425787
103,0.061653219163417816,0.05205607507377863,0.7013457287102938
104,0.07609673961997032,0.5767704211175442,0.43670483585447073
105,0.9460634859278798,0.2654955377802253,0.63391631282866
106,0.7481742240488529,0.967060100287199,0.11456822231411934
107,0.3701551305130124,0.15530361142009497,0.8157941335812211
108,0.43857644498348236,0.7694720942527056,0.596635046415031
109,0.5665998319163918,0.0807593772187829,0.33298723213374615
110,0.86214829236269,0.6280883718281984,0.9145912826061249
111,0.24218583945184946,0.43986298236995935,0.15480150002986193
112,0.20675869099795818,0.6627297038212419,0.6813551196828485
113,0.834534122608602,0.4764421824365854,0.390365581959486
114,0.5941987540572882,0.8032054090872407,0.8630827981978655
115,0.47398834582418203,0.11643056012690067,0.06813497748225927
116,0.34307453222572803,0.9959030812606215,0.3480793433263898
117,0.7132816044613719,0.18217820301651955,0.5804452821612358
118,0.980971360579133,0.6045833146199584,0.16998379491269588
119,0.1031925929710269,0.29134004190564156,0.89855548273772
120,0.02675285842269659,0.8296198332682252,0.22764950804412365
121,0.9045926611870527,0.01637727953493595,0.9678426561877131
122,0.6647041803225875,0.6888360315933824,0.2845540316775441
123,0.2944360729306936,0.37510996498167515,0.5209234803915024
124,0.39802353363484144,0.5126162385568023,0.8015411291271448
125,0.5182949770241976,0.32584257796406746,0.0027232831344008446
126,0.7855160934850574,0.9025369053706527,0.7487559402361512
127,0.1576796267181635,0.21624866500496864,0.44601139798760414
128,0.1613886822015047,0.642019740305841,0.7886057430878282
129,0.781660127453506,0.45330606773495674,0.017114955931901932
130,0.5220269653946161,0.7516650026664138,0.7323858980089426
131,0.3941905004903674,0.06344056501984596,0.4648142969235778
132,0.2907312195748091,0.949222662486136,0.24445919413119555
133,0.6685710242018104,0.13795445300638676,0.9495747685432434
134,0.9008497949689627,0.5906710857525468,0.2970478665083647
135,0.030581689439713955,0.27890791930258274,0.5059948889538646
136,0.10705003421753645,0.8498873477801681,0.36633909307420254
137,0.9772571045905352,0.038124892860651016,0.5636570258066058
138,0.717116023413837,0.7407883619889617,0.1849338160827756
139,0.33933725394308567,0.4295189566910267,0.8860535100102425
140,0.4701267024502158,0.5577555829659104,0.6669706273823977
141,0.5979021321982145,0.3695323411375284,0.40327668096870184
142,0.8307105815038085,0.9179596984758973,0.844255612231791
143,0.2105001714080572,0.22924531437456608,0.08451220020651817
144,0.2380763152614236,0.8891244549304247,0.6110658198595047
145,0.8660997003316879,0.2023479351773858,0.32002991158515215
146,0.5625282609835267,0.5299654472619295,0.9333722470328212
147,0.44256580621004105,0.34368006978183985,0.13847055844962597
148,0.37425288278609514,0.70615478977561,0.41833871975541115
149,0.7442196272313595,0.3929170062765479,0.6508108759298921
150,0.9501382457092404,0.816176813095808,0.09972450789064169
151,0.07211915031075478,0.0024459799751639366,0.8281897399574518
152,0.05770805478096008,0.6184840966016054,0.032298668287694454
153,0.9357881853356957,0.3047525444999337,0.77256846614182
154,0.6336478814482689,0.9780655223876238,0.4799049608409405
155,0.26362010184675455,0.16482892725616693,0.7161975214257836
156,0.42957187816500664,0.7853984348475933,0.9968610955402255
157,0.5495953680947423,0.09911186899989843,0.19802834652364254
158,0.7540764696896076,0.6766609512269497,0.5534361228346825
159,0.12599204946309328,0.4898851504549384,0.2507062451913953
